User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Daily_Usage_Time_in_Minutes
377,21,male,bangalore,graduate,full-time job,okcupid,hinge,daily,3 hours,casual dating,2,time-wasting,audio calls,video calls,appearance > interests > personality,180
378,21,female,kolkata,undergraduate,full-time job,okcupid,hinge,weekly,30 minutes,social interaction,5,time-wasting,location-based matching,video calls,values > personality > appearance,0
379,24,non-binary,kolkata,graduate,part-time job,bumble,tinder,daily,1.5 hours,social interaction,2,time-wasting,video calls,text,personality > interests > values,90
380,24,non-binary,pune,postgraduate,intern,tinder,bumble,daily,1 hour,finding a partner,3,safety concerns,video calls,voice notes,values > personality > appearance,60
381,18,female,kolkata,graduate,full-time job,tinder,okcupid,daily,2 hours,social interaction,1,safety concerns,detailed profiles,video calls,personality > interests > values,120
382,20,non-binary,mumbai,postgraduate,student,hinge,tinder,monthly,1 hour,casual fun,3,lack of genuine matches,audio calls,video calls,personality > interests > values,60
383,23,non-binary,bangalore,postgraduate,intern,okcupid,tinder,weekly,30 minutes,social interaction,4,lack of genuine matches,audio calls,text,appearance > interests > personality,0
384,22,male,kolkata,undergraduate,student,okcupid,hinge,monthly,1.5 hours,finding a partner,4,safety concerns,audio calls,voice notes,personality > interests > values,90
385,19,female,chennai,postgraduate,intern,tinder,hinge,daily,30 minutes,casual fun,5,time-wasting,ai recommendations,text,appearance > interests > personality,0
386,18,male,hyderabad,postgraduate,student,okcupid,hinge,monthly,2 hours,casual fun,3,time-wasting,location-based matching,video calls,values > personality > appearance,120
387,25,non-binary,kolkata,postgraduate,full-time job,okcupid,tinder,daily,1 hour,casual dating,5,safety concerns,audio calls,voice notes,values > personality > appearance,60
388,18,female,pune,postgraduate,intern,tinder,okcupid,monthly,3 hours,social interaction,5,lack of genuine matches,video calls,voice notes,values > personality > appearance,180
389,23,non-binary,mumbai,postgraduate,student,tinder,okcupid,weekly,3 hours,social interaction,1,time-wasting,audio calls,video calls,appearance > interests > personality,180
390,22,male,hyderabad,undergraduate,full-time job,bumble,hinge,weekly,1.5 hours,finding a partner,1,time-wasting,ai recommendations,video calls,personality > interests > values,90
391,24,female,kolkata,undergraduate,student,okcupid,hinge,daily,1.5 hours,casual fun,3,time-wasting,audio calls,voice notes,appearance > interests > personality,90
392,21,female,bangalore,postgraduate,full-time job,bumble,hinge,monthly,1 hour,casual dating,3,lack of genuine matches,video calls,text,values > personality > appearance,60
393,24,male,delhi,undergraduate,full-time job,bumble,bumble,daily,1.5 hours,casual fun,4,time-wasting,audio calls,video calls,appearance > interests > personality,90
394,24,male,kolkata,postgraduate,student,okcupid,hinge,monthly,1 hour,finding a partner,1,safety concerns,ai recommendations,text,appearance > interests > personality,60
395,20,non-binary,mumbai,undergraduate,part-time job,bumble,bumble,monthly,3 hours,social interaction,2,lack of genuine matches,detailed profiles,text,appearance > interests > personality,180
396,23,female,delhi,undergraduate,intern,hinge,bumble,daily,2 hours,casual fun,3,safety concerns,ai recommendations,video calls,values > personality > appearance,120
397,24,male,mumbai,graduate,student,bumble,okcupid,daily,2 hours,finding a partner,3,safety concerns,ai recommendations,text,appearance > interests > personality,120
398,25,female,delhi,graduate,intern,bumble,okcupid,daily,1.5 hours,casual dating,4,safety concerns,location-based matching,voice notes,values > personality > appearance,90
399,21,non-binary,mumbai,undergraduate,freelancer,okcupid,okcupid,weekly,2 hours,casual dating,3,safety concerns,location-based matching,video calls,personality > interests > values,120
400,24,non-binary,chennai,graduate,student,hinge,okcupid,monthly,1 hour,casual dating,1,time-wasting,video calls,voice notes,values > personality > appearance,60
401,25,female,delhi,undergraduate,full-time job,hinge,okcupid,daily,1 hour,casual dating,2,time-wasting,video calls,video calls,values > personality > appearance,60
402,20,female,kolkata,graduate,freelancer,hinge,hinge,daily,3 hours,casual dating,3,time-wasting,audio calls,text,personality > interests > values,180
403,21,non-binary,pune,graduate,intern,okcupid,okcupid,weekly,2 hours,casual fun,2,safety concerns,audio calls,video calls,appearance > interests > personality,120
404,20,male,mumbai,graduate,part-time job,okcupid,hinge,daily,1 hour,casual dating,1,safety concerns,location-based matching,text,values > personality > appearance,60
405,22,non-binary,kolkata,undergraduate,full-time job,hinge,tinder,monthly,3 hours,casual dating,1,safety concerns,location-based matching,voice notes,appearance > interests > personality,180
406,25,female,mumbai,graduate,intern,okcupid,tinder,weekly,1.5 hours,social interaction,2,safety concerns,detailed profiles,text,values > personality > appearance,90
407,24,male,bangalore,postgraduate,student,hinge,okcupid,daily,3 hours,casual dating,2,safety concerns,detailed profiles,voice notes,personality > interests > values,180
408,19,non-binary,kolkata,graduate,freelancer,hinge,hinge,daily,1.5 hours,casual dating,5,lack of genuine matches,detailed profiles,voice notes,appearance > interests > personality,90
409,20,female,pune,undergraduate,student,hinge,bumble,monthly,1 hour,finding a partner,3,safety concerns,location-based matching,video calls,appearance > interests > personality,60
410,19,female,bangalore,undergraduate,freelancer,hinge,hinge,monthly,1.5 hours,casual dating,2,safety concerns,video calls,video calls,values > personality > appearance,90
411,24,non-binary,pune,graduate,intern,hinge,hinge,weekly,30 minutes,casual dating,1,safety concerns,detailed profiles,video calls,appearance > interests > personality,0
412,18,female,delhi,undergraduate,full-time job,okcupid,tinder,monthly,30 minutes,social interaction,1,safety concerns,location-based matching,voice notes,appearance > interests > personality,0
413,21,non-binary,kolkata,undergraduate,full-time job,hinge,okcupid,monthly,1 hour,casual fun,1,lack of genuine matches,video calls,text,personality > interests > values,60
414,21,male,chennai,undergraduate,freelancer,hinge,hinge,daily,3 hours,finding a partner,2,lack of genuine matches,audio calls,text,values > personality > appearance,180
415,23,male,chennai,postgraduate,student,hinge,tinder,daily,2 hours,finding a partner,3,lack of genuine matches,detailed profiles,text,personality > interests > values,120
416,25,female,pune,graduate,part-time job,hinge,tinder,monthly,30 minutes,casual dating,2,time-wasting,ai recommendations,video calls,values > personality > appearance,0
417,21,non-binary,bangalore,postgraduate,intern,hinge,okcupid,monthly,3 hours,finding a partner,4,lack of genuine matches,audio calls,text,appearance > interests > personality,180
418,24,male,hyderabad,undergraduate,part-time job,tinder,okcupid,daily,1.5 hours,casual dating,5,lack of genuine matches,detailed profiles,text,appearance > interests > personality,90
419,19,female,chennai,graduate,student,bumble,hinge,monthly,30 minutes,finding a partner,4,lack of genuine matches,ai recommendations,text,appearance > interests > personality,0
420,21,non-binary,mumbai,graduate,student,hinge,tinder,weekly,3 hours,finding a partner,1,safety concerns,video calls,text,appearance > interests > personality,180
421,21,male,kolkata,undergraduate,freelancer,tinder,bumble,monthly,30 minutes,casual fun,5,time-wasting,audio calls,video calls,values > personality > appearance,0
422,24,male,kolkata,undergraduate,full-time job,tinder,bumble,daily,30 minutes,finding a partner,1,lack of genuine matches,detailed profiles,voice notes,values > personality > appearance,0
423,22,male,bangalore,graduate,full-time job,okcupid,hinge,daily,1.5 hours,finding a partner,1,safety concerns,audio calls,video calls,values > personality > appearance,90
424,21,non-binary,mumbai,postgraduate,student,tinder,hinge,weekly,30 minutes,casual fun,4,safety concerns,audio calls,video calls,values > personality > appearance,0
425,23,male,mumbai,undergraduate,freelancer,tinder,hinge,daily,1 hour,casual fun,3,safety concerns,location-based matching,voice notes,personality > interests > values,60
426,25,male,bangalore,undergraduate,student,tinder,okcupid,daily,1.5 hours,casual dating,1,lack of genuine matches,audio calls,voice notes,values > personality > appearance,90
427,22,non-binary,hyderabad,undergraduate,part-time job,bumble,bumble,weekly,2 hours,social interaction,5,time-wasting,video calls,text,personality > interests > values,120
428,25,female,delhi,postgraduate,freelancer,bumble,hinge,monthly,1 hour,social interaction,3,safety concerns,ai recommendations,video calls,values > personality > appearance,60
429,19,male,bangalore,postgraduate,freelancer,bumble,bumble,weekly,3 hours,casual fun,5,lack of genuine matches,video calls,text,personality > interests > values,180
430,24,male,chennai,postgraduate,student,bumble,tinder,daily,1.5 hours,casual fun,4,lack of genuine matches,video calls,text,personality > interests > values,90
431,24,non-binary,hyderabad,graduate,student,tinder,tinder,weekly,2 hours,casual dating,2,lack of genuine matches,video calls,text,values > personality > appearance,120
432,21,male,delhi,postgraduate,freelancer,hinge,tinder,weekly,3 hours,finding a partner,1,time-wasting,detailed profiles,voice notes,values > personality > appearance,180
433,22,non-binary,chennai,undergraduate,part-time job,hinge,okcupid,monthly,2 hours,casual fun,1,time-wasting,location-based matching,text,personality > interests > values,120
434,24,female,delhi,graduate,full-time job,okcupid,hinge,weekly,1.5 hours,casual dating,2,time-wasting,detailed profiles,video calls,values > personality > appearance,90
435,20,male,bangalore,postgraduate,student,okcupid,hinge,daily,2 hours,casual fun,5,safety concerns,ai recommendations,video calls,personality > interests > values,120
436,19,non-binary,kolkata,postgraduate,freelancer,okcupid,tinder,monthly,1 hour,casual dating,4,safety concerns,detailed profiles,video calls,values > personality > appearance,60
437,18,non-binary,mumbai,undergraduate,freelancer,hinge,tinder,daily,3 hours,casual dating,5,safety concerns,video calls,video calls,values > personality > appearance,180
438,22,female,pune,postgraduate,student,bumble,okcupid,daily,1 hour,social interaction,3,lack of genuine matches,location-based matching,text,personality > interests > values,60
439,23,non-binary,kolkata,graduate,student,okcupid,bumble,weekly,30 minutes,finding a partner,4,lack of genuine matches,ai recommendations,voice notes,values > personality > appearance,0
440,19,female,hyderabad,graduate,freelancer,okcupid,tinder,monthly,1.5 hours,casual dating,4,lack of genuine matches,video calls,text,values > personality > appearance,90
441,22,male,bangalore,postgraduate,intern,okcupid,okcupid,daily,2 hours,casual dating,4,safety concerns,detailed profiles,text,appearance > interests > personality,120
442,22,male,delhi,graduate,part-time job,bumble,okcupid,daily,30 minutes,casual dating,1,time-wasting,audio calls,video calls,values > personality > appearance,0
443,23,female,chennai,postgraduate,part-time job,hinge,bumble,weekly,2 hours,finding a partner,3,lack of genuine matches,video calls,video calls,appearance > interests > personality,120
444,19,non-binary,kolkata,postgraduate,freelancer,bumble,bumble,daily,1 hour,casual fun,5,lack of genuine matches,audio calls,voice notes,personality > interests > values,60
445,24,non-binary,bangalore,postgraduate,intern,tinder,bumble,weekly,1.5 hours,casual fun,1,safety concerns,ai recommendations,text,appearance > interests > personality,90
446,21,non-binary,kolkata,postgraduate,full-time job,bumble,tinder,weekly,3 hours,casual dating,4,lack of genuine matches,ai recommendations,video calls,personality > interests > values,180
447,18,female,chennai,undergraduate,full-time job,bumble,tinder,weekly,3 hours,social interaction,2,lack of genuine matches,video calls,text,personality > interests > values,180
448,22,male,delhi,undergraduate,full-time job,okcupid,tinder,monthly,30 minutes,casual fun,2,safety concerns,detailed profiles,voice notes,appearance > interests > personality,0
449,22,male,hyderabad,undergraduate,intern,bumble,hinge,weekly,2 hours,casual fun,1,lack of genuine matches,location-based matching,video calls,values > personality > appearance,120
450,19,non-binary,hyderabad,postgraduate,part-time job,bumble,okcupid,daily,2 hours,casual fun,5,time-wasting,detailed profiles,voice notes,appearance > interests > personality,120
451,25,female,mumbai,undergraduate,student,okcupid,bumble,weekly,1 hour,finding a partner,2,time-wasting,audio calls,text,values > personality > appearance,60
452,24,male,hyderabad,postgraduate,intern,tinder,bumble,monthly,1.5 hours,finding a partner,1,time-wasting,ai recommendations,text,personality > interests > values,90
453,21,female,hyderabad,graduate,freelancer,okcupid,tinder,weekly,30 minutes,finding a partner,5,safety concerns,location-based matching,voice notes,appearance > interests > personality,0
454,24,non-binary,chennai,graduate,part-time job,okcupid,tinder,weekly,2 hours,finding a partner,4,time-wasting,video calls,text,appearance > interests > personality,120
455,18,male,kolkata,postgraduate,part-time job,hinge,okcupid,weekly,3 hours,casual dating,2,lack of genuine matches,video calls,voice notes,appearance > interests > personality,180
456,19,non-binary,chennai,graduate,student,bumble,okcupid,monthly,1 hour,casual dating,3,lack of genuine matches,video calls,video calls,appearance > interests > personality,60
457,25,non-binary,chennai,graduate,full-time job,hinge,okcupid,monthly,1.5 hours,casual dating,5,lack of genuine matches,detailed profiles,text,values > personality > appearance,90
458,24,female,pune,graduate,part-time job,hinge,okcupid,weekly,3 hours,casual dating,2,lack of genuine matches,location-based matching,voice notes,personality > interests > values,180
459,23,female,kolkata,postgraduate,student,bumble,bumble,weekly,3 hours,casual dating,2,lack of genuine matches,audio calls,video calls,personality > interests > values,180
460,21,female,chennai,postgraduate,part-time job,bumble,tinder,daily,2 hours,social interaction,1,lack of genuine matches,detailed profiles,video calls,personality > interests > values,120
461,21,male,chennai,postgraduate,intern,hinge,okcupid,weekly,30 minutes,finding a partner,1,safety concerns,ai recommendations,text,appearance > interests > personality,0
462,21,female,pune,graduate,freelancer,bumble,okcupid,daily,1.5 hours,social interaction,4,lack of genuine matches,location-based matching,video calls,personality > interests > values,90
463,25,male,hyderabad,postgraduate,intern,bumble,tinder,monthly,3 hours,casual dating,1,lack of genuine matches,detailed profiles,voice notes,values > personality > appearance,180
464,21,female,kolkata,postgraduate,intern,bumble,bumble,weekly,1 hour,social interaction,3,lack of genuine matches,video calls,voice notes,appearance > interests > personality,60
465,23,male,delhi,graduate,intern,okcupid,hinge,daily,1.5 hours,social interaction,3,lack of genuine matches,detailed profiles,voice notes,appearance > interests > personality,90
466,25,male,delhi,postgraduate,intern,hinge,hinge,daily,1 hour,casual fun,4,lack of genuine matches,location-based matching,voice notes,values > personality > appearance,60
467,21,non-binary,kolkata,graduate,freelancer,hinge,hinge,monthly,1 hour,finding a partner,2,lack of genuine matches,location-based matching,video calls,values > personality > appearance,60
468,24,non-binary,delhi,undergraduate,intern,bumble,hinge,monthly,1.5 hours,finding a partner,1,lack of genuine matches,ai recommendations,voice notes,values > personality > appearance,90
469,23,male,hyderabad,graduate,full-time job,tinder,bumble,weekly,3 hours,casual dating,3,time-wasting,detailed profiles,video calls,values > personality > appearance,180
470,19,female,chennai,postgraduate,full-time job,bumble,okcupid,monthly,30 minutes,casual dating,5,safety concerns,ai recommendations,video calls,personality > interests > values,0
471,21,female,mumbai,postgraduate,student,okcupid,okcupid,weekly,1 hour,social interaction,2,lack of genuine matches,location-based matching,text,values > personality > appearance,60
472,19,male,delhi,postgraduate,student,okcupid,okcupid,daily,30 minutes,social interaction,4,safety concerns,ai recommendations,text,personality > interests > values,0
473,19,non-binary,chennai,graduate,student,okcupid,bumble,weekly,3 hours,casual dating,5,lack of genuine matches,video calls,text,appearance > interests > personality,180
474,25,non-binary,hyderabad,undergraduate,part-time job,okcupid,hinge,weekly,3 hours,finding a partner,2,time-wasting,ai recommendations,voice notes,values > personality > appearance,180
475,23,male,kolkata,postgraduate,full-time job,okcupid,tinder,daily,1.5 hours,finding a partner,2,safety concerns,detailed profiles,video calls,values > personality > appearance,90
476,18,female,pune,postgraduate,intern,hinge,hinge,daily,30 minutes,social interaction,1,time-wasting,detailed profiles,voice notes,values > personality > appearance,0
477,21,male,mumbai,graduate,part-time job,tinder,tinder,daily,1.5 hours,casual fun,4,time-wasting,audio calls,voice notes,personality > interests > values,90
478,25,male,bangalore,undergraduate,full-time job,okcupid,hinge,daily,30 minutes,finding a partner,1,safety concerns,detailed profiles,video calls,values > personality > appearance,0
479,20,female,delhi,undergraduate,full-time job,okcupid,hinge,weekly,1.5 hours,casual fun,5,safety concerns,detailed profiles,voice notes,values > personality > appearance,90
480,19,female,delhi,graduate,intern,tinder,tinder,monthly,3 hours,casual fun,2,lack of genuine matches,detailed profiles,video calls,appearance > interests > personality,180
481,24,non-binary,pune,undergraduate,student,okcupid,bumble,weekly,1.5 hours,finding a partner,1,safety concerns,detailed profiles,voice notes,personality > interests > values,90
482,18,female,hyderabad,postgraduate,part-time job,okcupid,okcupid,monthly,3 hours,casual fun,1,safety concerns,video calls,voice notes,appearance > interests > personality,180
483,18,non-binary,chennai,graduate,freelancer,okcupid,tinder,monthly,30 minutes,finding a partner,3,time-wasting,video calls,video calls,personality > interests > values,0
484,20,female,pune,undergraduate,intern,okcupid,okcupid,daily,3 hours,casual dating,3,time-wasting,video calls,voice notes,personality > interests > values,180
485,24,non-binary,mumbai,postgraduate,student,okcupid,okcupid,weekly,30 minutes,social interaction,4,lack of genuine matches,ai recommendations,text,personality > interests > values,0
486,23,male,pune,graduate,student,hinge,tinder,daily,30 minutes,casual dating,3,safety concerns,location-based matching,voice notes,personality > interests > values,0
487,21,female,mumbai,graduate,freelancer,bumble,tinder,monthly,3 hours,finding a partner,4,lack of genuine matches,audio calls,voice notes,personality > interests > values,180
488,19,female,mumbai,graduate,student,bumble,tinder,monthly,1.5 hours,finding a partner,3,time-wasting,location-based matching,text,personality > interests > values,90
489,25,female,delhi,graduate,full-time job,hinge,tinder,monthly,3 hours,casual fun,1,lack of genuine matches,audio calls,text,personality > interests > values,180
490,25,female,chennai,postgraduate,student,okcupid,hinge,daily,1.5 hours,casual dating,5,lack of genuine matches,ai recommendations,text,personality > interests > values,90
491,25,female,kolkata,graduate,student,okcupid,hinge,daily,3 hours,casual fun,3,lack of genuine matches,ai recommendations,text,personality > interests > values,180
492,24,female,mumbai,undergraduate,part-time job,bumble,hinge,monthly,1 hour,casual fun,5,safety concerns,audio calls,voice notes,appearance > interests > personality,60
493,24,female,mumbai,postgraduate,intern,tinder,bumble,weekly,2 hours,casual dating,5,time-wasting,location-based matching,video calls,appearance > interests > personality,120
494,20,male,mumbai,undergraduate,freelancer,tinder,bumble,daily,30 minutes,social interaction,1,time-wasting,video calls,video calls,personality > interests > values,0
495,19,female,chennai,graduate,intern,okcupid,tinder,weekly,30 minutes,finding a partner,3,time-wasting,location-based matching,video calls,personality > interests > values,0
496,23,female,mumbai,undergraduate,intern,tinder,hinge,weekly,1.5 hours,casual dating,2,time-wasting,audio calls,voice notes,personality > interests > values,90
497,23,male,mumbai,postgraduate,intern,okcupid,tinder,daily,2 hours,casual fun,1,time-wasting,video calls,video calls,values > personality > appearance,120
498,22,male,hyderabad,graduate,freelancer,tinder,hinge,monthly,2 hours,casual fun,2,lack of genuine matches,video calls,voice notes,appearance > interests > personality,120
499,21,female,kolkata,graduate,student,tinder,hinge,daily,1.5 hours,casual dating,3,lack of genuine matches,detailed profiles,text,appearance > interests > personality,90
500,22,male,mumbai,graduate,part-time job,okcupid,hinge,weekly,1.5 hours,casual fun,2,time-wasting,ai recommendations,video calls,appearance > interests > personality,90
