User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Daily_Usage_Time_in_Minutes
300,21,Female,Mumbai,Postgraduate,Student,Bumble,Bumble,Monthly,1.5 hours,Social Interaction,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance,90
301,23,Male,Delhi,Postgraduate,Part-time Job,Tinder,Bumble,Daily,3 hours,Finding a Partner,3,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality,180
302,25,Male,Hyderabad,Undergraduate,Full-time Job,Tinder,Tinder,Monthly,1 hour,Casual Fun,2,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values,60
303,19,Non-binary,Hyderabad,Graduate,Full-time Job,Tinder,OkCupid,Daily,30 minutes,Social Interaction,1,Safety Concerns,Audio Calls,Video Calls,Appearance > Interests > Personality,0
304,23,Female,Chennai,Graduate,Part-time Job,Bumble,OkCupid,Weekly,1 hour,Social Interaction,3,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values,60
305,20,Female,Mumbai,Graduate,Freelancer,Hinge,OkCupid,Daily,1.5 hours,Social Interaction,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values,90
306,19,Male,Mumbai,Undergraduate,Full-time Job,OkCupid,Tinder,Weekly,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,90
307,20,Female,Kolkata,Postgraduate,Full-time Job,OkCupid,Bumble,Weekly,3 hours,Casual Fun,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,180
308,18,Male,Pune,Graduate,Student,Tinder,Hinge,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,60
309,22,Non-binary,Mumbai,Postgraduate,Student,Tinder,Hinge,Monthly,1.5 hours,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,90
310,18,Female,Mumbai,Graduate,Freelancer,OkCupid,Tinder,Daily,3 hours,Finding a Partner,2,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,180
311,25,Non-binary,Kolkata,Undergraduate,Freelancer,Bumble,Tinder,Monthly,30 minutes,Casual Fun,3,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,0
312,23,Male,Delhi,Postgraduate,Full-time Job,OkCupid,Hinge,Daily,1.5 hours,Casual Fun,1,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality,90
313,23,Female,Pune,Graduate,Student,OkCupid,Bumble,Daily,2 hours,Finding a Partner,1,Safety Concerns,Audio Calls,Voice Notes,Personality > Interests > Values,120
314,21,Non-binary,Kolkata,Graduate,Full-time Job,OkCupid,Bumble,Weekly,30 minutes,Casual Dating,3,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,0
315,23,Female,Delhi,Undergraduate,Intern,Bumble,Bumble,Weekly,1 hour,Casual Dating,2,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,60
316,24,Female,Kolkata,Graduate,Freelancer,Hinge,Bumble,Daily,2 hours,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,120
317,21,Male,Kolkata,Undergraduate,Student,Bumble,Hinge,Weekly,2 hours,Casual Dating,3,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values,120
318,20,Non-binary,Mumbai,Undergraduate,Student,OkCupid,OkCupid,Daily,1.5 hours,Social Interaction,1,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,90
319,24,Male,Pune,Postgraduate,Freelancer,Hinge,Hinge,Weekly,2 hours,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,120
320,20,Female,Kolkata,Postgraduate,Freelancer,Bumble,Hinge,Weekly,2 hours,Finding a Partner,1,Safety Concerns,Video Calls,Text,Personality > Interests > Values,120
321,19,Female,Mumbai,Undergraduate,Full-time Job,OkCupid,Bumble,Daily,2 hours,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality,120
322,20,Female,Chennai,Postgraduate,Part-time Job,Hinge,Tinder,Daily,1.5 hours,Casual Dating,2,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,90
323,25,Female,Delhi,Undergraduate,Part-time Job,Hinge,Bumble,Daily,30 minutes,Casual Dating,3,Time-Wasting,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,0
324,22,Non-binary,Pune,Postgraduate,Freelancer,Hinge,Bumble,Weekly,30 minutes,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,0
325,20,Female,Bangalore,Postgraduate,Full-time Job,Bumble,Bumble,Weekly,3 hours,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,180
326,20,Female,Bangalore,Undergraduate,Part-time Job,OkCupid,Bumble,Daily,1.5 hours,Casual Fun,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,90
327,19,Female,Kolkata,Graduate,Part-time Job,Hinge,Bumble,Monthly,1 hour,Finding a Partner,4,Safety Concerns,Video Calls,Text,Personality > Interests > Values,60
328,22,Male,Pune,Postgraduate,Student,Tinder,Tinder,Monthly,2 hours,Casual Dating,2,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,120
329,21,Female,Kolkata,Postgraduate,Freelancer,Hinge,OkCupid,Monthly,1 hour,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,60
330,25,Non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,2 hours,Finding a Partner,2,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,120
331,25,Female,Bangalore,Postgraduate,Freelancer,OkCupid,Hinge,Monthly,3 hours,Casual Fun,5,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,180
332,25,Male,Chennai,Graduate,Full-time Job,Tinder,Hinge,Monthly,30 minutes,Finding a Partner,5,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,0
333,24,Non-binary,Delhi,Graduate,Intern,Tinder,OkCupid,Weekly,30 minutes,Social Interaction,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,0
334,20,Female,Delhi,Postgraduate,Intern,Hinge,OkCupid,Daily,1.5 hours,Casual Dating,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,90
335,20,Female,Hyderabad,Graduate,Full-time Job,Hinge,Hinge,Monthly,1.5 hours,Casual Dating,4,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality,90
336,20,Non-binary,Hyderabad,Undergraduate,Student,Tinder,Tinder,Weekly,3 hours,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,180
337,24,Male,Kolkata,Graduate,Student,Hinge,Bumble,Monthly,2 hours,Casual Dating,1,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,120
338,23,Non-binary,Delhi,Undergraduate,Freelancer,Hinge,OkCupid,Daily,3 hours,Social Interaction,4,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance,180
339,24,Non-binary,Pune,Postgraduate,Part-time Job,Hinge,OkCupid,Monthly,3 hours,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,180
340,21,Non-binary,Delhi,Postgraduate,Student,Hinge,Bumble,Monthly,2 hours,Finding a Partner,4,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,120
341,19,Non-binary,Kolkata,Undergraduate,Freelancer,Hinge,Tinder,Weekly,1.5 hours,Social Interaction,1,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,90
342,23,Non-binary,Hyderabad,Graduate,Part-time Job,OkCupid,Hinge,Daily,1.5 hours,Finding a Partner,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,90
343,18,Female,Mumbai,Postgraduate,Freelancer,OkCupid,Bumble,Daily,2 hours,Casual Dating,4,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,120
344,20,Male,Bangalore,Graduate,Student,Hinge,Hinge,Daily,3 hours,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,180
345,25,Female,Pune,Postgraduate,Freelancer,Hinge,Bumble,Monthly,2 hours,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,120
346,24,Male,Pune,Postgraduate,Intern,OkCupid,Bumble,Daily,1 hour,Social Interaction,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,60
347,22,Female,Pune,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1 hour,Casual Fun,5,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,60
348,22,Female,Pune,Graduate,Full-time Job,Bumble,OkCupid,Monthly,2 hours,Casual Fun,5,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,120
349,18,Male,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,1.5 hours,Social Interaction,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,90
350,21,Male,Mumbai,Graduate,Intern,Hinge,Bumble,Weekly,1.5 hours,Social Interaction,4,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,90
351,20,Male,Kolkata,Undergraduate,Freelancer,Hinge,Bumble,Monthly,30 minutes,Casual Fun,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,0
352,23,Male,Mumbai,Postgraduate,Freelancer,Tinder,Hinge,Daily,30 minutes,Casual Fun,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,0
353,18,Female,Kolkata,Postgraduate,Student,Tinder,Bumble,Daily,2 hours,Casual Fun,1,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,120
354,25,Non-binary,Bangalore,Postgraduate,Student,Bumble,Bumble,Monthly,30 minutes,Casual Dating,3,Safety Concerns,AI Recommendations,Text,Values > Personality > Appearance,0
355,24,Non-binary,Bangalore,Postgraduate,Intern,Bumble,Hinge,Daily,1 hour,Social Interaction,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,60
356,21,Non-binary,Hyderabad,Graduate,Student,Bumble,Hinge,Daily,3 hours,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,180
357,23,Non-binary,Mumbai,Undergraduate,Full-time Job,Bumble,Tinder,Daily,1 hour,Casual Fun,2,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,60
358,25,Female,Kolkata,Undergraduate,Freelancer,Bumble,OkCupid,Daily,3 hours,Casual Fun,5,Safety Concerns,Audio Calls,Text,Personality > Interests > Values,180
359,18,Female,Mumbai,Undergraduate,Part-time Job,Tinder,OkCupid,Weekly,30 minutes,Finding a Partner,5,Lack of Genuine Matches,AI Recommendations,Text,Appearance > Interests > Personality,0
360,24,Female,Pune,Postgraduate,Freelancer,Tinder,OkCupid,Weekly,2 hours,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,120
361,22,Non-binary,Chennai,Undergraduate,Student,Tinder,Hinge,Weekly,1 hour,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,60
362,22,Male,Kolkata,Postgraduate,Student,Tinder,Tinder,Weekly,30 minutes,Social Interaction,4,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values,0
363,25,Male,Pune,Undergraduate,Full-time Job,OkCupid,Tinder,Daily,2 hours,Casual Fun,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,120
364,24,Female,Hyderabad,Graduate,Freelancer,OkCupid,Hinge,Monthly,1.5 hours,Social Interaction,2,Lack of Genuine Matches,AI Recommendations,Text,Values > Personality > Appearance,90
365,23,Non-binary,Chennai,Graduate,Student,Tinder,Hinge,Daily,2 hours,Finding a Partner,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,120
366,23,Female,Hyderabad,Graduate,Part-time Job,Tinder,Hinge,Weekly,1.5 hours,Casual Dating,5,Safety Concerns,Audio Calls,Text,Values > Personality > Appearance,90
367,18,Female,Mumbai,Undergraduate,Intern,Bumble,Tinder,Daily,1.5 hours,Casual Dating,4,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values,90
368,23,Non-binary,Delhi,Postgraduate,Freelancer,Hinge,Tinder,Monthly,1.5 hours,Finding a Partner,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,90
369,19,Male,Bangalore,Graduate,Student,Bumble,Tinder,Daily,1 hour,Casual Fun,2,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,60
370,24,Female,Bangalore,Graduate,Freelancer,Bumble,Bumble,Daily,2 hours,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,120
371,23,Female,Chennai,Undergraduate,Student,Bumble,Hinge,Daily,1 hour,Social Interaction,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,60
372,20,Female,Kolkata,Undergraduate,Full-time Job,Bumble,OkCupid,Weekly,1 hour,Casual Fun,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance,60
373,21,Male,Hyderabad,Postgraduate,Full-time Job,Bumble,OkCupid,Monthly,1 hour,Casual Dating,2,Time-Wasting,AI Recommendations,Voice Notes,Appearance > Interests > Personality,60
374,20,Female,Chennai,Undergraduate,Student,Hinge,OkCupid,Monthly,2 hours,Social Interaction,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,120
375,22,Non-binary,Mumbai,Postgraduate,Student,Hinge,OkCupid,Weekly,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,90
376,23,Non-binary,Delhi,Undergraduate,Intern,OkCupid,Hinge,Weekly,1.5 hours,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,90
377,21,Male,Bangalore,Graduate,Full-time Job,OkCupid,Hinge,Daily,3 hours,Casual Dating,2,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,180
378,21,Female,Kolkata,Undergraduate,Full-time Job,OkCupid,Hinge,Weekly,30 minutes,Social Interaction,5,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,0
379,24,Non-binary,Kolkata,Graduate,Part-time Job,Bumble,Tinder,Daily,1.5 hours,Social Interaction,2,Time-Wasting,Video Calls,Text,Personality > Interests > Values,90
380,24,Non-binary,Pune,Postgraduate,Intern,Tinder,Bumble,Daily,1 hour,Finding a Partner,3,Safety Concerns,Video Calls,Voice Notes,Values > Personality > Appearance,60
381,18,Female,Kolkata,Graduate,Full-time Job,Tinder,OkCupid,Daily,2 hours,Social Interaction,1,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,120
382,20,Non-binary,Mumbai,Postgraduate,Student,Hinge,Tinder,Monthly,1 hour,Casual Fun,3,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,60
383,23,Non-binary,Bangalore,Postgraduate,Intern,OkCupid,Tinder,Weekly,30 minutes,Social Interaction,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,0
384,22,Male,Kolkata,Undergraduate,Student,OkCupid,Hinge,Monthly,1.5 hours,Finding a Partner,4,Safety Concerns,Audio Calls,Voice Notes,Personality > Interests > Values,90
385,19,Female,Chennai,Postgraduate,Intern,Tinder,Hinge,Daily,30 minutes,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,0
386,18,Male,Hyderabad,Postgraduate,Student,OkCupid,Hinge,Monthly,2 hours,Casual Fun,3,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,120
387,25,Non-binary,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,1 hour,Casual Dating,5,Safety Concerns,Audio Calls,Voice Notes,Values > Personality > Appearance,60
388,18,Female,Pune,Postgraduate,Intern,Tinder,OkCupid,Monthly,3 hours,Social Interaction,5,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,180
389,23,Non-binary,Mumbai,Postgraduate,Student,Tinder,OkCupid,Weekly,3 hours,Social Interaction,1,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,180
390,22,Male,Hyderabad,Undergraduate,Full-time Job,Bumble,Hinge,Weekly,1.5 hours,Finding a Partner,1,Time-Wasting,AI Recommendations,Video Calls,Personality > Interests > Values,90
391,24,Female,Kolkata,Undergraduate,Student,OkCupid,Hinge,Daily,1.5 hours,Casual Fun,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,90
392,21,Female,Bangalore,Postgraduate,Full-time Job,Bumble,Hinge,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,60
393,24,Male,Delhi,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1.5 hours,Casual Fun,4,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,90
394,24,Male,Kolkata,Postgraduate,Student,OkCupid,Hinge,Monthly,1 hour,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,60
395,20,Non-binary,Mumbai,Undergraduate,Part-time Job,Bumble,Bumble,Monthly,3 hours,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,180
396,23,Female,Delhi,Undergraduate,Intern,Hinge,Bumble,Daily,2 hours,Casual Fun,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,120
397,24,Male,Mumbai,Graduate,Student,Bumble,OkCupid,Daily,2 hours,Finding a Partner,3,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,120
398,25,Female,Delhi,Graduate,Intern,Bumble,OkCupid,Daily,1.5 hours,Casual Dating,4,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance,90
399,21,Non-binary,Mumbai,Undergraduate,Freelancer,OkCupid,OkCupid,Weekly,2 hours,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values,120
400,24,Non-binary,Chennai,Graduate,Student,Hinge,OkCupid,Monthly,1 hour,Casual Dating,1,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance,60
401,25,Female,Delhi,Undergraduate,Full-time Job,Hinge,OkCupid,Daily,1 hour,Casual Dating,2,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,60
402,20,Female,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,3 hours,Casual Dating,3,Time-Wasting,Audio Calls,Text,Personality > Interests > Values,180
403,21,Non-binary,Pune,Graduate,Intern,OkCupid,OkCupid,Weekly,2 hours,Casual Fun,2,Safety Concerns,Audio Calls,Video Calls,Appearance > Interests > Personality,120
404,20,Male,Mumbai,Graduate,Part-time Job,OkCupid,Hinge,Daily,1 hour,Casual Dating,1,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance,60
405,22,Non-binary,Kolkata,Undergraduate,Full-time Job,Hinge,Tinder,Monthly,3 hours,Casual Dating,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,180
406,25,Female,Mumbai,Graduate,Intern,OkCupid,Tinder,Weekly,1.5 hours,Social Interaction,2,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,90
407,24,Male,Bangalore,Postgraduate,Student,Hinge,OkCupid,Daily,3 hours,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,180
408,19,Non-binary,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,90
409,20,Female,Pune,Undergraduate,Student,Hinge,Bumble,Monthly,1 hour,Finding a Partner,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,60
410,19,Female,Bangalore,Undergraduate,Freelancer,Hinge,Hinge,Monthly,1.5 hours,Casual Dating,2,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,90
411,24,Non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,30 minutes,Casual Dating,1,Safety Concerns,Detailed Profiles,Video Calls,Appearance > Interests > Personality,0
412,18,Female,Delhi,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30 minutes,Social Interaction,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,0
413,21,Non-binary,Kolkata,Undergraduate,Full-time Job,Hinge,OkCupid,Monthly,1 hour,Casual Fun,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,60
414,21,Male,Chennai,Undergraduate,Freelancer,Hinge,Hinge,Daily,3 hours,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Text,Values > Personality > Appearance,180
415,23,Male,Chennai,Postgraduate,Student,Hinge,Tinder,Daily,2 hours,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Text,Personality > Interests > Values,120
416,25,Female,Pune,Graduate,Part-time Job,Hinge,Tinder,Monthly,30 minutes,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,0
417,21,Non-binary,Bangalore,Postgraduate,Intern,Hinge,OkCupid,Monthly,3 hours,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,180
418,24,Male,Hyderabad,Undergraduate,Part-time Job,Tinder,OkCupid,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,90
419,19,Female,Chennai,Graduate,Student,Bumble,Hinge,Monthly,30 minutes,Finding a Partner,4,Lack of Genuine Matches,AI Recommendations,Text,Appearance > Interests > Personality,0
420,21,Non-binary,Mumbai,Graduate,Student,Hinge,Tinder,Weekly,3 hours,Finding a Partner,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality,180
421,21,Male,Kolkata,Undergraduate,Freelancer,Tinder,Bumble,Monthly,30 minutes,Casual Fun,5,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,0
422,24,Male,Kolkata,Undergraduate,Full-time Job,Tinder,Bumble,Daily,30 minutes,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance,0
423,22,Male,Bangalore,Graduate,Full-time Job,OkCupid,Hinge,Daily,1.5 hours,Finding a Partner,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,90
424,21,Non-binary,Mumbai,Postgraduate,Student,Tinder,Hinge,Weekly,30 minutes,Casual Fun,4,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,0
425,23,Male,Mumbai,Undergraduate,Freelancer,Tinder,Hinge,Daily,1 hour,Casual Fun,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,60
426,25,Male,Bangalore,Undergraduate,Student,Tinder,OkCupid,Daily,1.5 hours,Casual Dating,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Values > Personality > Appearance,90
427,22,Non-binary,Hyderabad,Undergraduate,Part-time Job,Bumble,Bumble,Weekly,2 hours,Social Interaction,5,Time-Wasting,Video Calls,Text,Personality > Interests > Values,120
428,25,Female,Delhi,Postgraduate,Freelancer,Bumble,Hinge,Monthly,1 hour,Social Interaction,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,60
429,19,Male,Bangalore,Postgraduate,Freelancer,Bumble,Bumble,Weekly,3 hours,Casual Fun,5,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,180
430,24,Male,Chennai,Postgraduate,Student,Bumble,Tinder,Daily,1.5 hours,Casual Fun,4,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,90
431,24,Non-binary,Hyderabad,Graduate,Student,Tinder,Tinder,Weekly,2 hours,Casual Dating,2,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,120
432,21,Male,Delhi,Postgraduate,Freelancer,Hinge,Tinder,Weekly,3 hours,Finding a Partner,1,Time-Wasting,Detailed Profiles,Voice Notes,Values > Personality > Appearance,180
433,22,Non-binary,Chennai,Undergraduate,Part-time Job,Hinge,OkCupid,Monthly,2 hours,Casual Fun,1,Time-Wasting,Location-Based Matching,Text,Personality > Interests > Values,120
434,24,Female,Delhi,Graduate,Full-time Job,OkCupid,Hinge,Weekly,1.5 hours,Casual Dating,2,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,90
435,20,Male,Bangalore,Postgraduate,Student,OkCupid,Hinge,Daily,2 hours,Casual Fun,5,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,120
436,19,Non-binary,Kolkata,Postgraduate,Freelancer,OkCupid,Tinder,Monthly,1 hour,Casual Dating,4,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance,60
437,18,Non-binary,Mumbai,Undergraduate,Freelancer,Hinge,Tinder,Daily,3 hours,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,180
438,22,Female,Pune,Postgraduate,Student,Bumble,OkCupid,Daily,1 hour,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,60
439,23,Non-binary,Kolkata,Graduate,Student,OkCupid,Bumble,Weekly,30 minutes,Finding a Partner,4,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance,0
440,19,Female,Hyderabad,Graduate,Freelancer,OkCupid,Tinder,Monthly,1.5 hours,Casual Dating,4,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,90
441,22,Male,Bangalore,Postgraduate,Intern,OkCupid,OkCupid,Daily,2 hours,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality,120
442,22,Male,Delhi,Graduate,Part-time Job,Bumble,OkCupid,Daily,30 minutes,Casual Dating,1,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,0
443,23,Female,Chennai,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,2 hours,Finding a Partner,3,Lack of Genuine Matches,Video Calls,Video Calls,Appearance > Interests > Personality,120
444,19,Non-binary,Kolkata,Postgraduate,Freelancer,Bumble,Bumble,Daily,1 hour,Casual Fun,5,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,60
445,24,Non-binary,Bangalore,Postgraduate,Intern,Tinder,Bumble,Weekly,1.5 hours,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,90
446,21,Non-binary,Kolkata,Postgraduate,Full-time Job,Bumble,Tinder,Weekly,3 hours,Casual Dating,4,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values,180
447,18,Female,Chennai,Undergraduate,Full-time Job,Bumble,Tinder,Weekly,3 hours,Social Interaction,2,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,180
448,22,Male,Delhi,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30 minutes,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,0
449,22,Male,Hyderabad,Undergraduate,Intern,Bumble,Hinge,Weekly,2 hours,Casual Fun,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,120
450,19,Non-binary,Hyderabad,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,2 hours,Casual Fun,5,Time-Wasting,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,120
